Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_1214054,8,122605052,ZDHHC7,25269,12521,12521,ILMN_184281,ILMN_184281,NM_133967.3,NM_133967.3,1271735794,102193
ILMN_1214057,11,80284991,PSMD11,19500,16109,16109,ILMN_213316,ILMN_213316,NM_178616.3,NM_178616.3,1616026839,69077
ILMN_1214059,1,163920452,DNM3,9147,1093,1093,ILMN_191771,ILMN_243181,NM_001038619.1,NM_001038619.1,163920452,103967
ILMN_1214060,7,26101054,B930076A02,5257,9686,9686,ILMN_210034,ILMN_210034,scl32933.15.1_222,NM_183311.1,1022690243,
ILMN_1214065,,,SLCO1A6,21866,25160,25510,ILMN_218299,ILMN_218299,NM_023718.2,NM_023718.2,0,28254
ILMN_1214066,17,31487008,SLC37A1,21725,21850,21850,ILMN_218060,ILMN_218060,NM_153062.2,NM_153062.2,2258950484,224674
ILMN_1214070,2,152144870,RBCK1,4142,3135,3135,ILMN_223544,ILMN_223544,NM_019705.3,NM_019705.3,349410302,24105
ILMN_1214075,4,132018800,MED18,14938,6001,6001,ILMN_208709,ILMN_208709,NM_026039.2,NM_026039.2,670748573,67219
ILMN_1214090,7,73233874,H47,12013,10279,10279,ILMN_214073,ILMN_214073,NM_024439.3,NM_024439.3,1069823063,109815
ILMN_1214092,12,79785468,GPHN,11551,17412,17412,ILMN_217268,ILMN_217268,NM_172952.2,NM_172952.2,1737541172,268566
ILMN_1214094,14,62231563,KCNRG,13342,19330,19330,ILMN_216139,ILMN_216139,NM_206974.1,NM_206974.1,1962326051,328424
ILMN_1214110,17,29758486,RNF8,20467,21833,21833,ILMN_213016,ILMN_213016,NM_021419.1,NM_021419.1,2257221962,58230
ILMN_1214113,7,32088613,ABPE,3505,9917,9917,ILMN_211788,ILMN_249395,NM_207262.2,NM_207262.2,1028677802,381970
ILMN_1214118,8,26151473,PLEKHA2,18791,11642,11642,ILMN_209036,ILMN_209036,NM_031257.2,NM_031257.2,1175282215,83436
ILMN_1214119,4,73585442,2310002L09RIK,1009,5360,5360,ILMN_215549,ILMN_215549,NM_027104.2,NM_027104.2,612315215,71886
ILMN_1214126,1,93243324,HES6,12169,641,641,ILMN_210674,ILMN_210674,NM_019479.2,NM_019479.2,93243324,55927
ILMN_1214132,13,96107659,ZBED3,25181,18585,18585,ILMN_196168,ILMN_196168,NM_028106.2,NM_028106.2,1875257893,72114
ILMN_1214142,,,HCRTR2,12091,25541,25449,ILMN_215587,ILMN_215587,NM_198962.3,NM_198962.3,0,387285
ILMN_1214150,14,20694780,GNG2,11462,18815,18815,ILMN_222219,ILMN_236937,NM_001038637.1,NM_001038637.1,1920789268,14702
ILMN_1214163,9,70455290,B230380D07RIK,5182,13363,13363,ILMN_222725,ILMN_222725,NM_172772.2,NM_172772.2,1351917711,235461
ILMN_1214165,7,6024854,NLRP4C,20472,9365,9365,ILMN_211139,ILMN_211139,NM_031389.1,NM_031389.1,1002614043,83564
ILMN_1214167,18,47247194,COMMD10,7653,22987,22987,ILMN_210399,ILMN_210399,NM_178377.4,NM_178377.4,2370088321,69456
ILMN_1214179,11,85160262,LOC100045551,19087,16202,16202,ILMN_211117,ILMN_319336,XM_001475248.1,XM_001475248.1,1620902110,100045551
ILMN_1214180,8,28233823,GPR124,11586,11676,11676,ILMN_194877,ILMN_260422,NM_054044.1,NM_054044.1,1177364565,78560
ILMN_1214183,17,48288873,A530064D06RIK,3186,22325,22325,ILMN_214044,ILMN_214044,NM_178796.5,NM_178796.5,2275752349,328830
ILMN_1214187,12,14936707,LOC668492,1558,17092,17092,ILMN_218846,ILMN_313301,XR_034647.1,XR_034647.1,1672692411,668492
ILMN_1214188,5,28052782,DPP6,9226,6606,6606,ILMN_193517,ILMN_261831,NM_010075.1,NM_010075.1,722440675,13483
ILMN_1214190,6,50283222,OSBPL3,17866,8308,8308,ILMN_214782,ILMN_214782,NM_027881.2,NM_027881.2,897305374,71720
ILMN_1214195,20,53797725,GM648,14094,24448,24448,ILMN_198580,ILMN_260536,NM_001033372.2,NM_001033372.2,2528863313,270599
ILMN_1214222,9,65545332,ZFP609,25528,13324,13324,ILMN_194684,ILMN_194684,NM_172536.1,NM_172536.1,1347007753,214812
ILMN_1214224,8,114194512,ZFP1,25288,12445,12445,ILMN_187996,ILMN_236099,NM_001037665.2,NM_001037665.2,1263325254,22640
ILMN_1214228,2,109515368,BDNF,5862,2628,2628,ILMN_217180,ILMN_217180,NM_007540.4,NM_007540.4,306780800,12064
ILMN_1214239,17,21698994,4930432O21RIK,2071,21577,21577,ILMN_188634,ILMN_241163,NM_001025373.1,NM_001025373.1,2249162470,74670
ILMN_1214241,1,162612209,RABGAP1L,19833,1076,1076,ILMN_209230,ILMN_209230,NM_013862.4,NM_013862.4,162612209,29809
ILMN_1214277,17,24555086,RNPS1,20480,21648,21648,ILMN_218045,ILMN_218045,NM_009070.2,NM_009070.2,2252018562,19826
ILMN_1214296,18,37647852,PCDHB17,18186,22894,22894,ILMN_215127,ILMN_215127,NM_053142.3,NM_053142.3,2360488979,93888
ILMN_1214307,9,65258997,RASL12,1843,13313,13313,ILMN_191577,ILMN_244678,NM_001033158.1,NM_001033158.1,1346721418,70784
ILMN_1214318,2,117107666,RASGRP1,19980,2711,2711,ILMN_208941,ILMN_208941,NM_011246.2,NM_011246.2,314373098,19419
ILMN_1214319,17,80132850,GEMIN6,11120,22553,22553,ILMN_212939,ILMN_212939,NM_026053.1,NM_026053.1,2307596326,67242
ILMN_1214326,2,32190232,DNM,9143,1829,1829,ILMN_215366,ILMN_215366,scl013429.1_38,NM_010065.1,229455664,
ILMN_1214353,12,40929959,IFRD1,12723,17223,17223,ILMN_190141,ILMN_227269,NM_013562.1,NM_013562.1,1698685663,15982
ILMN_1214358,7,52110615,AKT1S1,4131,10085,10085,ILMN_216262,ILMN_216262,NM_026270.3,NM_026270.3,1048699804,67605
ILMN_1214364,10,28602203,E430004N04RIK,9502,14009,14009,ILMN_220852,ILMN_220852,NM_178666.5,NM_178666.5,1434180796,210757
ILMN_1214368,6,31115706,AB041803,3382,8112,8112,ILMN_209925,ILMN_313819,XR_035177.1,XR_035177.1,878137858,232685
ILMN_1214369,2,75513896,NFE2L2,16053,2159,2159,ILMN_211514,ILMN_211514,NM_010902.3,NM_010902.3,272779328,18024
ILMN_1214375,4,133147483,GPN2,4016,6037,6037,ILMN_214811,ILMN_214811,NM_133884.1,NM_133884.1,671877256,100210
ILMN_1214394,11,30000575,SPNB2,22287,15223,15223,ILMN_209605,ILMN_209605,NM_175836.2,NM_175836.2,1565742423,20742
ILMN_1214402,13,49131733,WNK2,874,18237,18237,ILMN_217234,ILMN_225853,NM_029361.2,NM_029361.2,1828281967,75607
ILMN_1214405,20,154328053,CNKSR2,7516,25003,25003,ILMN_210316,ILMN_210316,NM_177751.2,NM_177751.2,2629393641,245684
ILMN_1214416,7,117226755,ZFP143,25311,10904,10904,ILMN_193919,ILMN_246559,NM_009281.3,NM_009281.3,1113815944,20841
ILMN_1214431,15,99079857,MCRS1,14897,20478,20478,ILMN_213981,ILMN_213981,NM_016766.2,NM_016766.2,2124474209,51812
ILMN_1214441,5,115573906,UNC119B,3321,7341,7341,ILMN_208916,ILMN_208916,NM_175352.4,NM_175352.4,809961799,106840
ILMN_1214450,10,43594128,QRSL1,19723,14098,14098,ILMN_215638,ILMN_230382,NM_001081054.2,NM_001081054.2,1449172721,76563
ILMN_1214459,11,99953917,KRT35,13627,16499,16499,ILMN_220307,ILMN_220307,NM_016880.1,NM_016880.1,1635695765,53617
ILMN_1214471,10,122378306,PPM1H,19094,14789,14789,ILMN_187006,ILMN_187006,scl38353.28.1_8,,1527956899,
ILMN_1214482,19,7499817,2700081O15RIK,1549,23478,23478,ILMN_223503,ILMN_223503,NM_175381.5,NM_175381.5,2421177975,108899
ILMN_1214483,3,87756998,CRABP2,7812,4019,4019,ILMN_223221,ILMN_223221,NM_007759.2,NM_007759.2,466881988,12904
ILMN_1214486,8,106750651,TK2,23366,12263,12263,ILMN_219426,ILMN_219426,NM_021028.2,NM_021028.2,1255881393,57813
ILMN_1214487,10,45431684,HACE1,12021,14110,14110,ILMN_220203,ILMN_220203,NM_172473.2,NM_172473.2,1451010277,209462
ILMN_1214488,5,117733009,PEBP1,18129,7372,7372,ILMN_214306,ILMN_214306,NM_018858.2,NM_018858.2,812120902,23980
ILMN_1214498,15,82201934,CYP2D22,8231,20249,20249,ILMN_223233,ILMN_223233,NM_019823.3,NM_019823.3,2107596286,56448
ILMN_1214500,7,80564608,RGMA,20225,10311,10311,ILMN_212164,ILMN_212164,NM_177740.4,NM_177740.4,1077153797,244058
ILMN_1214505,4,47423830,TGFBR1,23222,5195,5195,ILMN_210148,ILMN_210148,NM_009370.2,NM_009370.2,586153603,21812
ILMN_1214508,16,59302996,OLFR203,17130,21231,21231,ILMN_217176,ILMN_217176,NM_146486.1,NM_146486.1,2188297322,258479
ILMN_1214511,7,129313471,ERN2,10097,11041,11041,ILMN_209279,ILMN_209279,NM_012016.2,NM_012016.2,1125902660,26918
ILMN_1214514,14,70708483,SLC39A14,21744,19438,19438,ILMN_219651,ILMN_219651,NM_144808.4,NM_144808.4,1970802971,213053
ILMN_1214515,2,126533117,USP8,24559,2857,2857,ILMN_184627,ILMN_184627,NM_019729.2,NM_019729.2,323798549,84092
ILMN_1214517,10,38838672,1700025K23RIK,607,14047,14047,ILMN_222667,ILMN_222667,NM_183254.1,NM_183254.1,1444417265,66337
ILMN_1214518,11,114667810,GPR142,11597,16789,16789,ILMN_210748,ILMN_210748,NM_181749.1,NM_181749.1,1650409658,217302
ILMN_1214531,7,26880931,CYP2B13,8211,9714,9714,ILMN_221103,ILMN_221103,NM_007813.1,NM_007813.1,1023470120,13089
ILMN_1214541,6,132797988,TAS2R123,22909,9131,9131,ILMN_213624,ILMN_213624,NM_207025.1,NM_207025.1,979820140,353167
ILMN_1214544,7,109706889,TRIM21,23892,10617,10617,ILMN_186320,ILMN_186320,scl30939.9.1_69,NM_009277.2,1106296078,
ILMN_1214548,10,127692422,APON,8335,14877,14877,ILMN_216674,ILMN_216674,NM_133996.3,NM_133996.3,1533271015,28194
ILMN_1214561,1,43104154,TGFBRAP1,1753,226,226,ILMN_218304,ILMN_228795,NM_001013025.2,NM_001013025.2,43104154,73122
ILMN_1214563,14,21478830,SYNPO2L,22760,18827,18827,ILMN_191460,ILMN_224727,NM_175132.3,NM_175132.3,1921573318,68760
ILMN_1214571,9,78562823,CD109,6781,13434,13434,ILMN_210899,ILMN_210899,NM_153098.2,NM_153098.2,1360025244,235505
ILMN_1214574,1,136047980,CHIT1,7209,892,892,ILMN_209852,ILMN_251881,NM_027979.1,NM_027979.1,136047980,71884
ILMN_1214585,11,115130759,FDXR,10448,16810,16810,ILMN_216640,ILMN_216640,NM_007997.1,NM_007997.1,1650872607,14149
ILMN_1214593,2,127267752,FAHD2A,10286,2883,2883,ILMN_220499,ILMN_220499,NM_029629.1,NM_029629.1,324533184,68126
ILMN_1214602,3,83577953,SFRP2,21223,3975,3975,ILMN_220619,ILMN_220619,NM_009144.1,NM_009144.1,462702943,20319
ILMN_1214631,7,28042656,ADCK4,3756,9734,9734,ILMN_213328,ILMN_213328,scl076889.12_92,NM_133770.1,1024631845,
ILMN_1214634,9,70958594,AQP9,4537,13366,13366,ILMN_217052,ILMN_217052,NM_022026.2,NM_022026.2,1352421015,64008
ILMN_1214645,9,34994532,TIRAP,23352,12883,12883,ILMN_212089,ILMN_212089,NM_054096.1,NM_054096.1,1316456953,117149
ILMN_1214661,2,89978622,OLFR32,17207,2448,2448,ILMN_223475,ILMN_223475,NM_010980.1,NM_010980.1,287244054,18331
ILMN_1214664,1,145592296,GLRX2,11255,971,971,ILMN_189690,ILMN_236926,NM_001038592.1,NM_001038592.1,145592296,69367
ILMN_1214671,12,114058538,CDCA4,6957,17782,17782,ILMN_212592,ILMN_212592,NM_028023.3,NM_028023.3,1771814242,71963
ILMN_1214700,1,154802232,NMNAT2,8300,1019,1019,ILMN_195862,ILMN_242802,NM_175460.3,NM_175460.3,154802232,226518
ILMN_1214708,2,173513659,RAB22A,19760,3528,3528,ILMN_185220,ILMN_225250,NM_024436.3,NM_024436.3,370779091,19334
ILMN_1214713,19,7349509,RCOR2,20111,23474,23474,ILMN_221340,ILMN_221340,NM_054048.3,NM_054048.3,2421027667,104383
ILMN_1214715,11,102750034,GFAP,11123,16635,16635,ILMN_196067,ILMN_234675,NM_010277.2,NM_010277.2,1638491882,14580
ILMN_1214719,15,34167843,LAPTM4B,13739,19766,19766,ILMN_214062,ILMN_214062,NM_033521.3,NM_033521.3,2059562195,114128
ILMN_1214731,17,36175431,LOC100044190,12003,22091,22091,ILMN_209961,ILMN_313135,XM_001471649.1,XM_001471649.1,2263638907,100044190
ILMN_1214738,4,83082301,SNAPC3,22017,5382,5382,ILMN_187287,ILMN_249101,NM_029949.3,NM_029949.3,621812074,77634
ILMN_1214750,2,43538114,KYNU,13693,1982,1982,ILMN_219585,ILMN_219585,NM_027552.1,NM_027552.1,240803546,70789
ILMN_1214753,1,180413323,EFCAB2,703,1325,1325,ILMN_194512,ILMN_234024,NM_026626.2,NM_026626.2,180413323,68226
ILMN_1214762,1,9888908,SGK3,21273,44,44,ILMN_213787,ILMN_213787,NM_177547.3,NM_177547.3,9888908,170755
ILMN_1214790,7,25662469,DMRTC2,9058,9665,9665,ILMN_215748,ILMN_215748,NM_027732.1,NM_027732.1,1022251658,71241
ILMN_1214793,15,76731402,COMMD5,7659,20088,20088,ILMN_190651,ILMN_246501,NM_025536.2,NM_025536.2,2102125754,66398
ILMN_1214800,11,70462964,RNF167,20426,15837,15837,ILMN_217477,ILMN_217477,NM_027445.1,NM_027445.1,1606204812,70510
ILMN_1214802,19,7693816,HRASLS5,12470,23486,23486,ILMN_218409,ILMN_218409,NM_025731.2,NM_025731.2,2421371974,66727
ILMN_1214810,11,103846531,ARF2,4552,16667,16667,ILMN_208835,ILMN_208835,NM_007477.4,NM_007477.4,1639588379,11841
ILMN_1214811,12,85074932,PSEN1,19447,17472,17472,ILMN_217763,ILMN_217763,scl0019164.2_326,NM_008943.1,1742830636,
ILMN_1214822,11,49651969,GFPT2,11130,15379,15379,ILMN_185093,ILMN_244467,NM_013529.2,NM_013529.2,1585393817,14584
ILMN_1214823,17,24733516,TSC2,24024,21665,21665,ILMN_190251,ILMN_239820,NM_011647.2,NM_011647.2,2252196992,22084
ILMN_1214829,9,38347100,OLFR910,17710,12955,12955,ILMN_223490,ILMN_223490,NM_146811.1,NM_146811.1,1319809521,258807
ILMN_1214838,3,98515360,HSD3B2,12523,4400,4400,ILMN_214850,ILMN_214850,NM_153193.2,NM_153193.2,477640350,15493
ILMN_1214839,14,122437321,TIMM8A2,14009,19623,19623,ILMN_197576,ILMN_241825,NM_001037744.1,NM_001037744.1,2022531809,223262
ILMN_1214841,1,132778822,IL24,12882,828,828,ILMN_221699,ILMN_221699,NM_053095.1,NM_053095.1,132778822,93672
ILMN_1214843,14,32295996,METTL6,454,18942,18942,ILMN_214729,ILMN_214729,NM_025907.3,NM_025907.3,1932390484,67011
ILMN_1214848,12,25563083,MBOAT2,14828,17138,17138,ILMN_209489,ILMN_322214,NM_001083341.1,NM_001083341.1,1683318787,67216
ILMN_1214850,7,105059723,PAK1,18032,10514,10514,ILMN_224104,ILMN_258920,NM_011035.2,NM_011035.2,1101648912,18479
ILMN_1214859,7,30629430,BC027344,5569,9844,9844,ILMN_214293,ILMN_214293,NM_173738.2,NM_173738.2,1027218619,233057
ILMN_1214866,12,109777438,EML1,9937,17706,17706,ILMN_223584,ILMN_261917,NM_001043335.1,NM_001043335.1,1767533142,68519
ILMN_1214880,7,74877797,SYNM,9048,10295,10295,ILMN_213358,ILMN_250370,NM_183312.3,NM_183312.3,1071466986,233335
ILMN_1214888,1,90031788,UGT1A2,24388,609,609,ILMN_185958,ILMN_185958,NM_013701.1,NM_013701.1,90031788,22236
ILMN_1214899,11,95692552,PHOSPHO1,18539,16344,16344,ILMN_216662,ILMN_216662,NM_153104.2,NM_153104.2,1631434400,237928
ILMN_1214907,11,32500751,STK10,22545,15262,15262,ILMN_218518,ILMN_218518,scl020868.20_22,NM_009288.1,1568242599,
ILMN_1214910,17,28686470,GM749,14105,21802,21802,ILMN_198143,ILMN_254054,NM_001034871.1,NM_001034871.1,2256149946,328788
ILMN_1214911,,,5830484A20RIK,2614,25469,25377,ILMN_213100,ILMN_213100,scl00109032.1_121,,0,
ILMN_1214917,18,78299167,SLC14A1,21494,23196,23196,ILMN_195184,ILMN_246276,NM_028122.3,NM_028122.3,2401140294,108052
ILMN_1214918,7,148363740,LOC546015,1730,11329,11329,ILMN_213995,ILMN_310507,XR_034790.1,XR_034790.1,1144952929,546015
ILMN_1214925,11,73778673,OLFR397,17266,15937,15937,ILMN_209049,ILMN_209049,NM_146346.1,NM_146346.1,1609520521,258343
ILMN_1214934,11,96769151,CDK5RAP3,7014,16375,16375,ILMN_211951,ILMN_211951,NM_030248.1,NM_030248.1,1632510999,80280
ILMN_1214937,6,39755387,MRPS33,15446,8166,8166,ILMN_221622,ILMN_221622,NM_010270.2,NM_010270.2,886777539,14548
ILMN_1214945,18,61960838,ABLIM3,8616,23079,23079,ILMN_211811,ILMN_211811,NM_198649.2,NM_198649.2,2384801965,319713
ILMN_1214947,,,LOC100044210,13223,25394,25302,ILMN_210587,ILMN_329385,XM_001471732.1,XM_001471732.1,0,100044210
ILMN_1214950,13,83764995,MEF2C,14947,18532,18532,ILMN_196012,ILMN_235198,NM_025282.2,NM_025282.2,1862915229,17260
ILMN_1214951,11,69788652,RAI12,19900,15794,15794,ILMN_212396,ILMN_212396,NM_018740.1,NM_018740.1,1605530500,54351
ILMN_1214952,7,133715627,CLN3,7434,11085,11085,ILMN_220100,ILMN_220100,NM_009907.2,NM_009907.2,1130304816,12752
ILMN_1214953,4,43439818,RUSC2,20723,5117,5117,ILMN_214316,ILMN_224812,NM_199057.2,NM_199057.2,582169591,100213
ILMN_1214954,14,119272919,CLDN10,7358,19602,19602,ILMN_209356,ILMN_209356,NM_023878.2,NM_023878.2,2019367407,58187
ILMN_1214964,3,107843528,GSTM4,11836,4539,4539,ILMN_220200,ILMN_220200,NM_026764.2,NM_026764.2,486968518,14865
ILMN_1214965,11,33870684,KCNMB1,13321,15273,15273,ILMN_215590,ILMN_215590,NM_031169.3,NM_031169.3,1569612532,16533
ILMN_1214966,18,50441773,FAM170A,14014,22994,22994,ILMN_198276,ILMN_255169,NM_001004061.1,NM_001004061.1,2373282900,225497
ILMN_1214974,,,IL1RL1L,12863,25499,25407,ILMN_214076,ILMN_214076,scl36139.4_125,NM_010744.1,0,
ILMN_1214975,3,107994636,AMIGO1,4241,4546,4546,ILMN_215836,ILMN_215836,NM_146137.2,NM_146137.2,487119626,229715
ILMN_1214978,8,106805268,CMTM2A,7319,12268,12268,ILMN_216215,ILMN_216215,NM_027022.4,NM_027022.4,1255936010,73381
ILMN_1214985,5,130387040,4930579G22RIK,2214,7582,7582,ILMN_223626,ILMN_328624,XR_035134.1,XR_035134.1,824774933,69034
ILMN_1214991,11,120582124,LRRC45,5506,16989,16989,ILMN_212112,ILMN_212112,NM_153545.1,NM_153545.1,1656323972,217366
ILMN_1214994,1,37319995,CNGA3,7508,182,182,ILMN_221213,ILMN_221213,NM_009918.1,NM_009918.1,37319995,12790
ILMN_1214998,1,195048162,HSD11B1,12508,1445,1445,ILMN_214836,ILMN_214836,scl000857.1_11,NM_008288.1,195048162,
ILMN_1215003,11,12136626,COBL,7572,15130,15130,ILMN_195145,ILMN_195145,scl40507.18_520,,1547878474,
ILMN_1215004,4,108734533,OSBPL9,17871,5594,5594,ILMN_190287,ILMN_228441,NM_173350.1,NM_173350.1,647464306,100273
ILMN_1215009,15,77994664,RABL4,19844,20107,20107,ILMN_217156,ILMN_217156,NM_025931.2,NM_025931.2,2103389016,67042
ILMN_1215011,4,46485344,ANP32B,4365,5183,5183,ILMN_217348,ILMN_217348,NM_130889.2,NM_130889.2,585215117,67628
ILMN_1215013,3,102586576,TSHB,24035,4430,4430,ILMN_189774,ILMN_189774,NM_009432.1,NM_009432.1,481711566,22094
ILMN_1215019,8,119039718,DYNLRB2,9138,12478,12478,ILMN_209435,ILMN_209435,NM_029297.1,NM_029297.1,1268170460,75465
ILMN_1215021,13,110741300,PDE4D,18303,18684,18684,ILMN_214287,ILMN_214287,NM_011056.2,NM_011056.2,1889891534,238871
ILMN_1215023,9,59563788,GRAMD2,14046,13261,13261,ILMN_198933,ILMN_260959,NM_001033498.1,NM_001033498.1,1341026209,546134
ILMN_1215039,15,79497440,CBY1,177,20169,20169,ILMN_210716,ILMN_210716,NM_028634.3,NM_028634.3,2104891792,73739
ILMN_1215061,3,97476453,PRKAB2,19258,4377,4377,ILMN_219379,ILMN_219379,NM_182997.2,NM_182997.2,476601443,108097
ILMN_1215066,14,51105945,OLFR741,17581,19088,19088,ILMN_219078,ILMN_219078,NM_207133.2,NM_207133.2,1951200433,258233
ILMN_1215067,5,33590398,CTBP1,8016,6713,6713,ILMN_221370,ILMN_221370,NM_013502.2,NM_013502.2,727978291,13016
ILMN_1215073,5,36304410,AFAP1,1344,6767,6767,ILMN_190644,ILMN_226882,NM_027373.2,NM_027373.2,730692303,70292
ILMN_1215074,7,108727405,ART2B,4719,10585,10585,ILMN_221345,ILMN_221345,NM_019915.2,NM_019915.2,1105316594,11872
ILMN_1215085,11,100285715,FKBP10,10561,16518,16518,ILMN_212109,ILMN_212109,NM_010221.1,NM_010221.1,1636027563,14230
ILMN_1215090,13,38711008,MUTED,15630,18167,18167,ILMN_219164,ILMN_219164,NM_139063.1,NM_139063.1,1817861242,17828
ILMN_1215091,4,34516673,ORC3L,17835,5029,5029,ILMN_187093,ILMN_252539,NM_015824.3,NM_015824.3,573246446,50793
ILMN_1215096,12,85717854,ENTPD5,9981,17498,17498,ILMN_186224,ILMN_259201,NM_007647.2,NM_007647.2,1743473558,12499
ILMN_1215115,20,97597701,DGAT2L4,2962,24676,24676,ILMN_222287,ILMN_222287,NM_177746.3,NM_177746.3,2572663289,245532
ILMN_1215117,18,35966685,UBE2D2,24288,22844,22844,ILMN_189646,ILMN_189646,NM_019912.1,NM_019912.1,2358807812,56550
ILMN_1215120,3,88239976,SEMA4A,21035,4054,4054,ILMN_217781,ILMN_217781,NM_013658.2,NM_013658.2,467364966,20351
ILMN_1215124,20,22796476,KLHL13,13497,24305,24305,ILMN_219982,ILMN_219982,NM_026167.3,NM_026167.3,2497862064,67455
ILMN_1215127,2,31965538,PPAPDC3,19040,1813,1813,ILMN_222378,ILMN_222378,NM_145521.3,NM_145521.3,229230970,227721
ILMN_1215134,17,29743066,TBC1D22B,5653,21832,21832,ILMN_221938,ILMN_221938,NM_198647.1,NM_198647.1,2257206542,381085
ILMN_1215135,8,73905065,NR2F6,16339,11950,11950,ILMN_208967,ILMN_208967,NM_010150.2,NM_010150.2,1223035807,13864
ILMN_1215136,9,40098150,SCN3B,20884,13026,13026,ILMN_210043,ILMN_210043,NM_178227.4,NM_178227.4,1321560571,235281
ILMN_1215139,6,85815842,CML2,7482,8578,8578,ILMN_208853,ILMN_208853,NM_053096.3,NM_053096.3,932837994,93673
ILMN_1215147,,,LOC100044829,10318,25363,25271,ILMN_209238,ILMN_310045,XM_001472872.1,XM_001472872.1,0,100044829
ILMN_1215157,,,LOC100047369,14,25475,25383,ILMN_213192,ILMN_312695,XR_033486.1,XR_033486.1,0,100047369
ILMN_1215167,11,106649665,DDX5,8794,16721,16721,ILMN_213843,ILMN_213843,NM_007840.3,NM_007840.3,1642391513,13207
ILMN_1215174,8,4255595,SNAPC2,22014,11460,11460,ILMN_217540,ILMN_217540,NM_133968.1,NM_133968.1,1153386337,102209
ILMN_1215183,13,15818213,GLI3,11232,17890,17890,ILMN_188052,ILMN_232243,NM_008130.2,NM_008130.2,1794968447,14634
ILMN_1215184,10,71442653,1700049L16RIK,667,14260,14260,ILMN_214138,ILMN_331077,NR_003644.1,NR_003644.1,1477021246,108950
ILMN_1215208,4,155229001,DVL1,9381,6417,6417,ILMN_218259,ILMN_218259,NM_010091.3,NM_010091.3,693958774,13542
ILMN_1215209,6,123235507,CLECSF9,7410,8925,8925,ILMN_210305,ILMN_210305,scl28435.4_51,NM_019948.1,970257659,
ILMN_1215212,12,8504732,RHOB,20285,17067,17067,ILMN_189906,ILMN_237935,NM_007483.2,NM_007483.2,1666260436,11852
ILMN_1215218,17,25927485,FAM173A,5393,21729,21729,ILMN_209438,ILMN_209438,NM_145410.3,NM_145410.3,2253390961,214917
ILMN_1215224,18,37856478,PCDHGA5,18206,22907,22907,ILMN_219349,ILMN_219349,NM_033588.4,NM_033588.4,2360697605,93713
ILMN_1215233,3,108359449,TMEM167B,925,4563,4563,ILMN_190605,ILMN_255533,NM_026198.1,NM_026198.1,487484439,67495
ILMN_1215238,7,88679443,FSD2,3029,10399,10399,ILMN_211390,ILMN_211390,NM_172904.2,NM_172904.2,1085268632,244091
ILMN_1215242,5,125021216,EIF2B1,9791,7547,7547,ILMN_209927,ILMN_209927,NM_145371.3,NM_145371.3,819409109,209354
ILMN_1215246,3,35858805,MCCC1,14854,3760,3760,ILMN_217447,ILMN_217447,NM_023644.3,NM_023644.3,414983795,72039
ILMN_1215252,14,47003601,BMP4,5959,19032,19032,ILMN_223427,ILMN_223427,NM_007554.2,NM_007554.2,1947098089,12159
ILMN_1215300,16,88773623,2310057N15RIK,1157,21315,21315,ILMN_216893,ILMN_216893,NM_027170.1,NM_027170.1,2217767949,69696
ILMN_1215305,17,53810105,KAT2B,18143,22356,22356,ILMN_209006,ILMN_209006,NM_020005.3,NM_020005.3,2281273581,18519
ILMN_1215331,12,105932828,DICER1,8977,17672,17672,ILMN_221038,ILMN_221038,NM_148948.2,NM_148948.2,1763688532,192119
ILMN_1215367,9,71326311,GRINL1A,11775,13370,13370,ILMN_220632,ILMN_220632,NM_178602.2,NM_178602.2,1352788732,28015
ILMN_1215394,9,59160973,ADPGK,3811,13251,13251,ILMN_213061,ILMN_213061,NM_028121.2,NM_028121.2,1340623394,72141
ILMN_1215401,13,67617274,ZFP87,25591,18460,18460,ILMN_191750,ILMN_191750,NM_133228.2,NM_133228.2,1846767508,170763
ILMN_1215446,18,67518711,CIDEA,7298,23122,23122,ILMN_221565,ILMN_221565,NM_007702.1,NM_007702.1,2390359838,12683
ILMN_1215466,7,3561617,OSCAR,17872,9287,9287,ILMN_223728,ILMN_223728,NM_175632.2,NM_175632.2,1000150806,232790
ILMN_1215469,1,122009893,DBI,8677,776,776,ILMN_223553,ILMN_223553,NM_007830.3,NM_007830.3,122009893,13167
ILMN_1215472,18,47408637,SEMA6A,21044,22989,22989,ILMN_189548,ILMN_242533,NM_018744.2,NM_018744.2,2370249764,20358
ILMN_1215475,18,20756914,DSG2,9297,22715,22715,ILMN_184970,ILMN_245162,NM_007883.1,NM_007883.1,2343598041,13511
ILMN_1215477,2,87533362,OLFR1136,16745,2340,2340,ILMN_223435,ILMN_223435,NM_146659.2,NM_146659.2,284798794,258653
ILMN_1215493,5,100976630,COPS4,7679,7129,7129,ILMN_213634,ILMN_213634,NM_012001.1,NM_012001.1,795364523,26891
ILMN_1215504,7,138532779,IKZF5,12799,11204,11204,ILMN_191639,ILMN_191639,NM_175115.4,NM_175115.4,1135121968,67143
